Word,Log10Freq,length,RT
wrongdoer,0,6,962.47
wronged,1.7481880270062005,4,670.93
wrongdoing,1.414973347970818,7,821.61
wrongful,1.7323937598229686,5,644.23
wrongly,1.6812412373755872,5,669.82
wrongs,1.724275869600789,4,614.59
wrote,3.5597869682005565,3,702.84
wrought,1.6434526764861874,3,752.39
wry,1,2,686.13
wryly,0.3010299956639812,4,830.68
xenon,1.5314789170422551,5,923.35
xenophobia,0.47712125471966244,9,914.55
xenophobic,0.47712125471966244,9,1021.65
xylophone,0.9542425094393249,7,778.16
xylophones,0,8,1016.82
yacht,2.622214022966295,3,743.4
yachting,1.2304489213782739,5,910.55
yachts,1.3979400086720377,4,907.96
yachtsman,0.47712125471966244,7,1019.05
yachtsmen,0.3010299956639812,7,1002.11
yahoo,2.173186268412274,4,659.19
yak,1.8512583487190752,3,742.55
yaks,0.8450980400142568,4,990.12
yammer,0.7781512503836436,4,814.67
yank,2.380211241711606,4,758.77
yanked,1.7781512503836436,5,748.57
yanking,1.6020599913279623,6,789.62
yanks,2.0863598306747484,5,715.62
yap,1.863322860120456,3,790.67
yapping,1.7634279935629373,5,896.96
yard,3.1065308538223815,4,623.47
yardage,0.47712125471966244,6,1150.2
yards,2.8808135922807914,5,654.91
yardstick,1.2304489213782739,8,731.73
yarn,1.9084850188786497,4,642.13
yarns,0.9542425094393249,5,665.45
yawl,1.0791812460476249,3,815.44
yawn,1.7075701760979363,3,701.26
yawning,1.6812412373755872,5,743.87
yaws,0,3,908
year,4.151492428425498,3,592.17
yearbook,2.3820170425748683,6,606.88
yearling,1.0791812460476249,5,725.65
yearlong,0.3010299956639812,6,735.25
yearly,1.6532125137753437,5,664.91
yearn,1.6901960800285136,3,739.91
yearned,1.3010299956639813,4,704.26
yearning,1.9084850188786497,5,753.24
yearnings,0.8450980400142568,6,836.44
years,4.462442922590674,4,558.39
yeast,1.6434526764861874,4,628.09
yeasts,0.47712125471966244,5,705.48
yell,2.972665592266111,3,672.62
yelled,2.4955443375464483,4,663.78
yeller,1.3979400086720377,4,861.44
yelling,3.0362295440862948,5,636
yellow,3.236537261488694,4,618.91
yellowed,0,5,748.85
yellowing,0.9542425094393249,6,800.1
yelp,0.8450980400142568,4,733.36
yelped,0.7781512503836436,5,771.65
yelping,1.3617278360175928,6,856.96
yelps,1.380211241711606,5,802.18
yen,2.494154594018443,3,792.26
yeoman,0.9542425094393249,5,764.7
yesterday,3.6932871570056554,7,696
yesteryear,0.9542425094393249,8,859.35
yet,4.241247551263716,3,600.35
yeti,1.146128035678238,4,941.3
yield,2.3138672203691533,4,607.03
yielded,1.3222192947339193,6,672.21
yielding,1.3424226808222062,6,657.64
yields,1.462397997898956,5,705.39
yodel,1.6334684555795864,4,907.6
yodeling,1.1139433523068367,6,995.82
yoga,2.3560258571931225,4,691.67
yogurt,2.0644579892269186,5,761.52
yoke,1.3424226808222062,3,706.5
yokel,1.2041199826559248,4,722.42
yokels,1.462397997898956,5,791.78
yolk,1.3222192947339193,3,751.58
yonder,2.250420002308894,5,832.09
yore,1.1139433523068367,3,755.56
young,4.093491727010932,3,700.34
younger,3.0993352776859577,5,626.13
youngest,2.406540180433955,7,703.9
youngish,0,5,745.52
youngster,1.8692317197309762,6,721.44
youngsters,1.9444826721501687,7,729.06
youth,2.9334872878487053,3,688.61
youthful,1.8976270912904414,5,745.67
youths,1.5563025007672873,4,731.97
yowl,0,3,837.5
yucca,1.146128035678238,4,829.54
yuletide,1.4313637641589874,6,1119.29
zany,1,4,832.04
zap,2.0969100130080562,3,675.81
zeal,1.4913616938342726,3,707.13
zealot,1,5,790.41
zealotry,0.6989700043360189,7,1077.86
zealous,1.1760912590556813,5,672.86
zealously,0.47712125471966244,7,775.68
zebra,2.1072099696478683,5,626.68
zeitgeist,0.7781512503836436,7,1129.75
wheel,3.1398790864012365,4,563.42
wheelbarrow,1.4913616938342726,8,749.55
wheelbase,0.6020599913279624,7,892.86
wheelchair,2.499687082618404,7,747.5
wheeled,1.6127838567197355,5,709.44
wheeling,1.591064607026499,6,692.12
wheels,2.8312296938670634,5,666.45
wheelwright,0.3010299956639812,7,934.33
wheeze,1.462397997898956,4,686.38
wheezed,0,5,742.93
wheezes,1.0413926851582251,6,783.36
wheezing,1.6020599913279623,6,753.58
wheezy,1.146128035678238,5,685.9
whelp,1.380211241711606,5,778.93
whence,1.724275869600789,5,889
whenever,3.2528530309798933,7,733.67
where,4.970072449347032,4,635.06
whereabouts,2.514547752660286,9,875.8
whereby,1.568201724066995,6,756.63
wherefore,1.6434526764861874,7,867.69
wherefores,0.3010299956639812,8,1020.2
wherein,1.3979400086720377,6,966.96
whereof,1,6,804.33
whereon,0,6,1018
whereto,0,6,868.15
wherever,3.1760912590556813,7,763.28
wherewith,0,7,980.89
wherewithal,0.8450980400142568,9,1181.4
whet,0.9030899869919435,4,905.6
whetstone,0.9542425094393249,8,787
whetted,0.6989700043360189,6,832.4
whey,0.6020599913279624,3,783.56
whiff,2.103803720955957,4,790.63
whig,0.47712125471966244,4,711.43
whigs,0.6989700043360189,5,810.23
whim,2.0755469613925306,4,699.38
whimper,1.568201724066995,6,785.59
whimpering,2.103803720955957,8,738.58
whims,1.591064607026499,5,715.93
whimsical,1.6020599913279623,8,802.87
whimsy,1.380211241711606,6,815.97
whine,1.919078092376074,4,684.48
whined,0.6989700043360189,5,746.46
whining,2.387389826338729,6,754.58
whinnied,0,6,962.5
whinny,1.1139433523068367,5,818.97
whip,2.826722520168992,4,608.48
whiplash,1.954242509439325,7,837.22
whipped,2.568201724066995,5,644.18
whippersnapper,0.9030899869919435,10,853.54
whippet,0.6989700043360189,6,1209.67
whipping,2.0492180226701815,6,625.31
whippoorwill,1.4313637641589874,8,824.19
whips,1.7781512503836436,5,593.94
whir,0.6989700043360189,3,709.83
whirl,1.9493900066449128,4,580.97
whirled,0.3010299956639812,5,638.97
whirligig,0.3010299956639812,8,1006.67
whirling,1.5440680443502757,6,655.65
whirlpool,1.4913616938342726,7,686.39
whirlwind,1.6901960800285136,8,789.22
whirring,2.1398790864012365,5,762.64
whisk,1.462397997898956,5,634.62
whisked,1,6,728.09
whisker,1.1139433523068367,6,632.59
whiskered,0.47712125471966244,7,655.59
whiskers,2.037426497940624,7,660.82
whiskey,2.9148718175400505,6,622.59
whisking,0.7781512503836436,7,787.5
whisky,2.311753861055754,6,612.24
whisper,2.6053050461411096,6,608.65
whispered,2.012837224705172,7,700.94
whisperer,0.9542425094393249,7,922.8
whispering,2.615950051656401,8,661.06
whisperings,0.47712125471966244,9,814.16
whispers,2.4471580313422194,7,657.24
whistle,2.8965262174895554,5,700.82
whistled,1.3979400086720377,6,687.03
whistling,2.416640507338281,7,751.85
white,3.941710148941646,4,553.97
whiten,0.47712125471966244,5,828.83
whitened,0,6,836.69
whiteness,0.7781512503836436,7,808.19
whitening,0.3010299956639812,7,782.63
whites,2.3654879848909,5,605.5
whitetail,0,7,833.42
whitewash,1.5185139398778875,7,759.67
whitewashed,1.0413926851582251,8,885.77
whither,1.255272505103306,5,815.48
whiting,1.4913616938342726,6,826.53
whittle,1.3222192947339193,5,763.65
whiz,2.298853076409707,4,671.67
whizzed,0.6989700043360189,5,789.03
whizzing,1.3424226808222062,6,798.43
whodunit,0.9030899869919435,7,893.91
whole,4.293583513496117,3,612.87
wholeheartedly,1.1760912590556813,11,898.76
wholeness,0.6989700043360189,6,705.35
wholesale,1.9294189257142926,6,655.31
wholesalers,0.7781512503836436,8,799.71
wholesome,1.9084850188786497,5,653.03
wholewheat,0.3010299956639812,6,955
wholly,1.8388490907372552,4,750.24
whooping,2.0211892990699383,5,739.35
whopper,1.6334684555795864,5,673.56
whoppers,1.380211241711606,6,694.13
whopping,1.4913616938342726,6,700.07
whore,3.0318122713303706,3,605.77
whorehouse,1.8976270912904414,6,921.57
whoremonger,0.47712125471966244,8,1134.61
whores,2.4727564493172123,4,849.75
whorl,0.47712125471966244,4,776.42
whorls,0,5,711.8
why,5.059514192546119,3,556.23
wicked,2.8312296938670634,5,698.45
wickedly,1,7,877.09
wickedness,1.591064607026499,8,778.88
wicker,1.6812412373755872,4,651.9
wicket,0.8450980400142568,5,876.65
wickets,0.47712125471966244,6,827.61
wide,3.0842186867392387,3,561.12
widely,1.8808135922807914,5,569.77
widen,1.6232492903979006,4,754.52
widened,1.146128035678238,5,952.5
widens,0.47712125471966244,5,768.19
wider,2.103803720955957,4,704.54
widespread,1.6720978579357175,8,770.88
widest,0.7781512503836436,6,798.93
widow,2.7902851640332416,4,615.59
widowed,1.462397997898956,5,686.39
widower,1.8573324964312685,5,806.42
widowhood,0.6020599913279624,7,1047.55
widows,1.9777236052888478,5,774.55
width,1.5440680443502757,4,741.71
wield,1.591064607026499,4,704.77
wielded,0.9030899869919435,6,802.83
wielder,0.47712125471966244,5,798.38
wieners,1.0413926851582251,5,901.56
wife,4.250297992339864,3,584.8
wifely,1,5,885.04
wig,2.629409599102719,3,579.91
wiggle,2.1818435879447726,4,687.28
wiggled,1,5,724.06
wiggling,1.462397997898956,6,831
wigmaker,0,7,903.93
wigwam,1.2041199826559248,6,824.48
wild,3.4658288153574364,4,576
wildcat,1.8512583487190752,7,639.32
wildcatter,0.7781512503836436,8,899.65
wildebeest,1.3424226808222062,9,921.81
wilder,2.0253058652647704,5,670.59
wilderness,2.303196057420489,8,802.34
wildest,2.093421685162235,7,763.91
wildfire,1.6989700043360187,7,652.18
wildlife,1.9912260756924949,7,664.09
wildly,1.9912260756924949,6,695.76
wildness,1.0791812460476249,7,640.21
wile,1.3222192947339193,3,745.5
wiles,1.7160033436347992,4,786.38
will,5.034652516594962,3,607.26
willed,1.462397997898956,4,784.38
willful,1.5440680443502757,6,646.74
willfully,1.414973347970818,7,760.97
willing,3.4000196350651586,5,625.26
willingly,2.0827853703164503,7,741.18
willingness,1.8325089127062364,8,686.35
willow,2.5024271199844326,4,663.74
willows,1.9867717342662448,5,634.59
willowy,0.47712125471966244,5,891.79
willpower,1.7323937598229686,6,726.97
wills,2.0492180226701815,4,703.23
wilt,1.968482948553935,4,736.14
wilted,1.0791812460476249,6,742.33
wily,1.505149978319906,4,839
win,3.8367670473942055,3,584.53
wince,1.0791812460476249,4,784.69
winced,0.6020599913279624,5,778.04
winches,0.9542425094393249,6,900.07
wincing,0,6,788.46
wind,3.4811558708280352,4,559.16
windbag,1.6127838567197355,7,744.34
windbreak,0,8,716.94
windbreaker,1.2041199826559248,9,774.94
winded,1.255272505103306,6,661.39
winder,0.6989700043360189,5,655.68
windfall,1.3010299956639813,7,689.35
winding,2,6,698.13
windless,0,7,726.36
windmill,1.8129133566428555,7,675.55
window,3.642068627341504,5,640.13
windowless,1,8,956.97
windowpane,1.1139433523068367,8,899.03
windowpanes,0.7781512503836436,9,920.3
windows,3.0755469613925306,6,612.19
windowsill,1.5185139398778875,8,893.18
winds,2.584331224367531,5,564.79
windscreen,1.146128035678238,9,879.38
windshield,2.2227164711475833,8,783.56
windsock,0,7,844.04
windstorm,0.9542425094393249,9,684.21
windswept,0.7781512503836436,9,895.56
windup,1.0413926851582251,6,922.26
windward,0.6989700043360189,7,835.7
windy,2.1271047983648077,5,608.52
wine,3.48826861549546,3,568.21
wineglass,0.6020599913279624,7,820.38
wines,1.8692317197309762,4,614.59
wing,3.0136796972911926,3,677.61
winged,1.7634279935629373,4,756.53
winger,1.414973347970818,4,694.08
winging,1.505149978319906,5,740.32
wingless,0.3010299956639812,6,824.68
wingman,1.7558748556724915,6,814.03
wings,3.0013009330204183,4,600.75
wingspan,1,7,838.6
wingspread,0.3010299956639812,8,911.19
wink,2.255272505103306,4,635.25
winked,1.568201724066995,5,680.53
winking,1.3424226808222062,6,682.59
winless,0.3010299956639812,6,924.79
winner,3.20194306340165,4,587.55
winners,2.509202522331103,5,611.35
winning,3.076276255404218,5,702.33
winnings,1.954242509439325,6,735.24
wins,2.9947569445876283,4,603.78
winsome,0.7781512503836436,5,935.71
winter,3.1261314072619846,5,552.24
wintered,0.6020599913279624,6,843.78
wintergreen,0.6020599913279624,9,816.69
wintering,0,7,850.06
wintertime,1.3424226808222062,8,937.64
wintery,0,6,796.46
wintry,1.0413926851582251,6,876.27
wipe,2.935003151453655,3,665.62
wiped,2.603144372620182,4,605.21
wiper,1.462397997898956,4,670.5
wiping,2.0453229787866576,5,766.6
wire,3.1470576710283598,3,600.67
wired,2.586587304671755,4,604.83
wireless,2.130333768495006,6,598.09
wires,2.550228353055094,4,614.62
wiretap,1.4313637641589874,7,858.77
wiring,2.0718820073061255,5,709.45
wiry,1.255272505103306,4,807.74
wisdom,2.7520484478194387,6,645.06
wise,3.161966616364075,3,650.97
wisecrack,1.146128035678238,7,758.66
wisely,1.9084850188786497,5,644
wiser,2.12057393120585,4,597.35
wisest,1.5563025007672873,6,781.9
wish,4.078855402979768,3,707.09
wishbone,1.3979400086720377,6,670.29
wisenheimer,1.0791812460476249,8,1341.67
wished,2.6232492903979003,4,583.45
wishes,2.9731278535996988,5,559.79
wishful,1.724275869600789,5,685.17
wishing,2.530199698203082,5,645.39
wisp,1.3222192947339193,4,671.11
wisps,0.7781512503836436,5,719.04
wispy,0.6989700043360189,5,837.81
wistful,0.9542425094393249,6,727.13
wistfully,0.6989700043360189,7,819.93
wit,2.4800069429571505,3,653.19
witch,3.1492191126553797,3,639.66
witchcraft,2.146128035678238,8,698.43
witches,2.7267272090265724,5,609.56
withal,1.1760912590556813,5,793.22
withdraw,2.5276299008713385,6,675.65
withdrawal,2.164352855784437,8,714.84
withdrawing,1.6020599913279623,8,683.53
withdrawn,2.060697840353612,7,713.31
withdrew,1.724275869600789,6,752.2
wither,1.6720978579357175,4,718.26
withered,1.7403626894942439,5,800.93
withering,1.3222192947339193,6,822.18
withheld,1.7160033436347992,7,736.21
withhold,1.724275869600789,7,706.91
withholding,1.9822712330395684,9,727.32
withstand,1.919078092376074,8,647.24
withstands,0.3010299956639812,9,730.9
withstood,1.0413926851582251,7,809.94
witless,1.380211241711606,6,1097.6
witness,3.4184670209466006,6,694.65
witnessed,2.4638929889859074,7,781.24
witnesses,3.002166061756508,8,738.41
witnessing,1.7853298350107671,8,833.52
wits,2.164352855784437,4,670.47
witty,2.2121876044039577,4,698.09
wives,2.8959747323590648,4,636.3
wizard,2.733999286538387,5,607.03
wallboard,0,7,726.67
walled,1.3617278360175928,4,753
wallet,3.0655797147284485,5,665.94
wallflower,1.3222192947339193,7,723.24
wallop,1.6232492903979006,5,783.05
walloped,0.47712125471966244,6,815.05
walloping,0.9030899869919435,7,872.48
wallow,1.9138138523837167,4,915.26
wallowed,0.47712125471966244,5,930.13
wallowing,1.6127838567197355,6,770.66
wallpaper,2.2329961103921536,7,620.76
wallpapers,0.3010299956639812,8,657.45
walls,3.1007150865730817,4,615.53
walnut,2,6,637.03
walnuts,1.806179973983887,7,692.03
walrus,1.7558748556724915,6,798.48
waltz,2.4456042032735974,5,679.97
wand,2.1958996524092336,4,696.9
wander,2.4756711883244296,5,707.59
wandered,2.24551266781415,6,752.37
wanderer,1.505149978319906,6,788.23
wanderers,1,7,727.44
wandering,2.6053050461411096,7,817.88
wanderings,0.9030899869919435,8,894.53
wanderlust,0.6020599913279624,9,942.73
wanders,1.6532125137753437,6,726.94
wane,1.1139433523068367,3,740.68
waned,0.7781512503836436,4,793.96
waning,1.3617278360175928,5,768.24
wanker,2.0453229787866576,5,910.86
want,5.148349653942751,4,596.21
wanted,4.408511314575224,6,531.73
wanting,3.09725730969342,6,683.13
wanton,1.6232492903979006,5,729.25
wants,4.194653071952934,5,593.35
war,3.9499751778296535,3,580.72
warble,1,5,807.62
warbler,0.6020599913279624,6,848.46
warbling,0.6989700043360189,7,805.38
ward,2.8615344108590377,4,669.09
warden,2.75815462196739,5,766.29
wardens,1.5563025007672873,6,949.69
wardrobe,2.5185139398778875,7,763.67
wardroom,1.146128035678238,7,851.67
wards,1.7160033436347992,5,678.03
warehouse,2.7067177823367587,6,717.76
warehouses,1.5314789170422551,8,766.64
warehousing,0.47712125471966244,8,803.6
wares,1.2304489213782739,4,846.97
warfare,2.1760912590556813,6,728.24
warhead,2.2174839442139063,6,776.36
warhorse,1.0791812460476249,7,744.93
warily,0,6,782.04
warlike,1.146128035678238,6,659.67
warlock,2.2671717284030137,6,731.36
warlord,1.591064607026499,7,848.97
warm,3.424718337331567,4,591.53
warmed,2.0492180226701815,5,626.55
warmer,2.2648178230095364,5,741.91
warmhearted,0.6020599913279624,10,810.32
warming,2.307496037913213,6,617
warmly,1.380211241711606,6,617.03
warmonger,0.8450980400142568,8,935.13
warmongering,0.7781512503836436,10,982.43
warms,1.6434526764861874,5,705.07
warmth,2.3560258571931225,5,595.06
warmup,0.3010299956639812,6,849.36
warn,3.111598524880394,4,608.58
warned,2.907411360774586,5,601.45
warning,3.2121876044039577,6,612.12
warnings,1.9084850188786497,7,623.97
warns,1.2304489213782739,5,730.61
warp,2.4471580313422194,4,713.97
warped,1.919078092376074,5,719.1
warping,0.47712125471966244,6,787
warrant,3.0253058652647704,6,724.61
warranted,1.2787536009528289,8,815.84
warrantee,0,7,931.64
warrants,2.214843848047698,7,633.76
warranty,1.6232492903979006,7,733.19
warred,0.3010299956639812,4,836.2
warring,1.1760912590556813,5,738.75
warrior,2.7126497016272113,5,665.52
warriors,2.526339277389844,6,624.3
wars,2.667452952889954,4,594.43
warship,1.6812412373755872,6,788.47
warships,1.5185139398778875,7,695
wart,1.7993405494535817,4,678.97
warthog,1.2041199826559248,7,901.74
wartime,1.7634279935629373,6,704.41
warts,1.7160033436347992,5,663.03
warty,0.6020599913279624,5,805.4
wary,1.5797835966168101,4,736.93
was,5.4599817029568,3,601.12
wash,3.317436496535099,3,662.65
washable,0.7781512503836436,6,634.79
washbasin,0,7,866.59
washboard,0.8450980400142568,7,755.76
washbowl,0,6,794.94
washcloth,1.2787536009528289,7,712.59
washday,0.3010299956639812,5,974.75
washed,2.8561244442423,4,620.17
washer,2.0170333392987803,4,628.68
washes,1.968482948553935,5,628.25
washing,2.6646419755561257,5,669.06
washout,1.5797835966168101,5,802.55
washroom,1.9344984512435677,6,738.35
washstand,0.3010299956639812,8,994.21
wasp,1.863322860120456,4,674.62
wassail,0.3010299956639812,5,879.33
wastage,0,6,914.78
waste,3.433929765608464,4,679.03
wastebasket,1.505149978319906,10,807.19
wasted,2.931457870689005,6,612.76
wasteful,1.4771212547196624,6,676.31
wasteland,1.6989700043360187,8,670.15
wastes,1.5440680443502757,5,692.73
wastewater,0,8,987.86
wasting,3.0549958615291417,6,678.9
watch,4.2261099199912735,3,548.06
watchband,0.8450980400142568,7,886.03
watchdog,1.724275869600789,6,703.58
watched,3.131297796597623,4,633.19
watchers,1.6989700043360187,5,641.31
watches,2.6085260335771943,5,617.91
watchful,1.3010299956639813,5,644.81
watching,3.705949194910296,5,660.42
watchmaker,0.8450980400142568,7,679.1
watchman,2.100370545117563,6,652.06
watchmen,0.9542425094393249,6,650.35
watchtower,1.3424226808222062,6,763.52
water,4.05986622041094,4,564.88
waterbird,0,7,944.56
watercolor,0.6989700043360189,8,686.28
watercolorist,0.3010299956639812,11,1125.97
watercolors,1.3222192947339193,9,709.44
watercress,0.6020599913279624,8,930.82
watered,1.6901960800285136,5,694.53
waterfall,1.9777236052888478,7,638.94
waterfalls,1.380211241711606,8,703.97
waterfowl,0,7,664.16
waterfront,1.724275869600789,9,694.97
waterhole,0.8450980400142568,7,753.84
watering,2.037426497940624,6,791.12
waterline,0.6020599913279624,7,820.97
waterlogged,0.8450980400142568,8,843.61
watermark,1.146128035678238,8,828.68
watermelon,2.0492180226701815,9,774.87
waterproof,1.6989700043360187,8,654.42
waterproofing,0.6020599913279624,10,793.7
