word	count	prob	mps	neighbors	s1	s2	s3	s4	s5	length
kuu	2101	-3.33	22	30	3068	1459	0	0	0	3
nyingine	2061	-8.66	0	0	589	86	0	0	0	8
zake	2061	-6.67	16	17	433	46	0	0	0	4
kuhusu	2053	-5.71	0	1	3068	1459	0	0	0	6
sasa	2017	-5.37	22	26	923	191	0	0	0	4
chuo	2017	-5.18	8	10	565	192	0	0	0	4
muhimu	2010	-6.85	2	3	2330	111	0	0	0	6
kufuatana	2010	-6.76	0	0	3068	1459	0	0	0	9
waishio	2007	-7.74	0	1	1499	1297	0	0	0	7
ambapo	1995	-7.31	10	11	1768	141	0	0	0	6
mmoja	1968	-6.4	2	3	2330	17	0	0	0	5
dhidi	1955	-5.59	2	2	401	28	0	0	0	5
duniani	1953	-7.69	0	0	401	40	0	0	0	7
ajili	1947	-5.98	10	10	1768	15	0	0	0	5
yote	1931	-5.21	16	17	337	27	0	0	0	4
una	1919	-3.31	22	30	1238	188	0	0	0	3
yenye	1918	-7.03	10	13	337	27	0	0	0	5
takriban	1904	-9.82	0	0	598	154	0	0	0	8
tatu	1898	-5.68	12	14	598	154	0	0	0	4
kadhaa	1894	-7.57	0	1	3068	292	0	0	0	6
yeye	1892	-6.59	2	3	337	27	0	0	0	4
nje	1885	-5.06	12	14	589	18	0	0	0	3
mkubwa	1876	-6.36	2	6	2330	65	0	0	0	6
muziki	1872	-7.04	4	6	2330	111	0	0	0	6
hizi	1863	-5.71	14	15	988	74	0	0	0	4
zote	1847	-5.67	18	19	433	14	0	0	0	4
shule	1843	-6.78	0	0	923	140	0	0	0	5
baadhi	1841	-6.82	0	0	662	204	0	0	0	6
kongo	1832	-5.2	14	16	3068	109	0	0	0	5
bila	1829	-5.41	18	20	662	57	0	0	0	4
new	1800	-5.54	14	16	589	64	0	0	0	3
bk	1793	-4.59	48	50	662	1	1	1	1	2
asili	1792	-5.5	12	15	1768	54	0	0	0	5
ulaya	1792	-5.8	2	2	1238	211	0	0	0	5
mpya	1785	-5.11	10	12	2330	39	0	0	0	4
huwa	1782	-3.78	16	17	988	419	0	0	0	4
ujerumani	1780	-10.68	0	0	1238	23	0	0	0	9
pekee	1771	-6.93	0	2	548	86	0	0	0	5
inayozungumzwa	1749	-12.19	0	0	1151	360	0	0	0	14
akiwa	1743	-4.21	18	21	1768	235	0	0	0	5
mwisho	1725	-5.86	4	4	2330	171	0	0	0	6
uainishaji	1719	-9.89	0	0	1238	34	0	0	0	10
kiko	1701	-4.15	32	34	3068	1016	0	0	0	4
hapa	1692	-4.88	22	25	988	313	0	0	0	4
matumizi	1678	-6.92	0	2	2330	907	0	0	0	8
kutumia	1677	-5.22	6	12	3068	1459	0	0	0	7
ufaransa	1664	-9.61	0	0	1238	43	0	0	0	8
kikuu	1662	-5.86	6	7	3068	1016	0	0	0	5
kuanzia	1661	-6.71	4	5	3068	1459	0	0	0	7
kipindi	1640	-6.67	6	6	3068	1016	0	0	0	7
ndege	1639	-6.58	2	2	589	42	0	0	0	5
sheria	1639	-6.32	4	5	923	140	0	0	0	6
kabisa	1633	-6.6	4	4	3068	292	0	0	0	6
kk	1625	-5.03	44	45	3068	2	2	2	2	2
mfano	1619	-5.43	0	1	2330	32	0	0	0	5
ambaye	1618	-6.74	2	3	1768	141	0	0	0	6
familia	1616	-7.34	0	1	358	80	0	0	0	7
walikuwa	1614	-5.86	0	2	1499	1297	0	0	0	8
leo	1613	-4.42	18	22	548	61	0	0	0	3
imehesabiwa	1605	-10.04	0	0	1151	128	0	0	0	11
a	1590	-4.3	0	47	1768	1768	1768	1768	1768	1
chake	1580	-6.07	8	8	565	192	0	0	0	5
tuzo	1579	-6.33	2	2	598	85	0	0	0	4
habari	1571	-6.12	2	2	988	313	0	0	0	6
kufanya	1569	-5.49	2	8	3068	1459	0	0	0	7
si	1567	-2.83	74	84	923	116	116	116	116	2
rais	1553	-6.16	4	9	390	85	0	0	0	4
wanaoishi	1551	-7.76	0	0	1499	1297	0	0	0	9
ingawa	1549	-5.03	0	0	1151	360	0	0	0	6
watoto	1548	-6.94	2	2	1499	1297	0	0	0	6
maana	1543	-4.46	14	16	2330	907	0	0	0	5
biashara	1541	-8.4	0	0	662	57	0	0	0	8
shirika	1539	-5.69	4	6	923	140	0	0	0	7
km²	1538	-4.83	2	4	3068	3	0	0	0	3
hivi	1538	-6.9	10	12	988	74	0	0	0	4
awali	1534	-5.46	8	9	1768	13	0	0	0	5
yaani	1533	-6.18	0	0	337	255	0	0	0	5
of	1525	-5.29	46	51	202	9	9	9	9	2
kuliko	1499	-5.31	2	2	3068	1459	0	0	0	6
maarufu	1497	-7.64	0	1	2330	907	0	0	0	7
wenye	1495	-6.21	10	13	1499	69	0	0	0	5
bora	1492	-4.99	14	17	662	96	0	0	0	4
kampuni	1489	-7.43	2	2	3068	292	0	0	0	7
milioni	1485	-5.57	4	5	2330	313	0	0	0	7
s	1476	-4.3	0	29	923	923	923	923	923	1
mengine	1469	-7.76	6	9	2330	105	0	0	0	7
kiasi	1464	-5.18	4	7	3068	1016	0	0	0	5
hapo	1457	-4.85	16	18	988	313	0	0	0	4
kimataifa	1457	-9.73	0	0	3068	1016	0	0	0	9
ambazo	1444	-6.36	10	12	1768	141	0	0	0	6
usawa	1438	-5.36	8	9	1238	89	0	0	0	5
neno	1433	-5.79	10	12	589	64	0	0	0	4
msingi	1421	-6.91	2	4	2330	75	0	0	0	6
upo	1418	-4.11	12	18	1238	67	0	0	0	3
kiwango	1418	-5.92	6	6	3068	1016	0	0	0	7
tar	1412	-4.7	40	45	598	154	0	0	0	3
nyimbo	1408	-7.01	0	0	589	86	0	0	0	6
ikiwa	1405	-4.63	6	11	1151	84	0	0	0	5
mwezi	1385	-4.69	4	6	2330	171	0	0	0	5
chama	1362	-5.09	8	8	565	192	0	0	0	5
mfumo	1358	-7.25	4	5	2330	32	0	0	0	5
utawala	1351	-6.85	2	5	1238	98	0	0	0	7
jamhuri	1351	-9.22	0	1	262	63	0	0	0	7
binadamu	1344	-9.16	0	0	662	57	0	0	0	8
hilo	1343	-5.85	20	23	988	74	0	0	0	4
kitabu	1337	-6.08	6	6	3068	1016	0	0	0	6
mfalme	1337	-8.19	2	3	2330	32	0	0	0	6
uchaguzi	1318	-7.53	0	1	1238	37	0	0	0	8
kale	1308	-5.2	24	28	3068	292	0	0	0	4
damu	1303	-4.93	10	14	401	98	0	0	0	4
matokeo	1299	-6.74	6	6	2330	907	0	0	0	7
nguvu	1293	-5.96	4	4	589	43	0	0	0	5
k	1286	-4.3	0	23	3068	3068	3068	3068	3068	1
kulingana	1283	-6.94	0	0	3068	1459	0	0	0	9
kupitia	1280	-5.79	10	13	3068	1459	0	0	0	7
mengi	1276	-5.83	8	8	2330	105	0	0	0	5
jamii	1271	-6.88	2	2	262	63	0	0	0	5
kupata	1245	-4.66	10	16	3068	1459	0	0	0	6
umoja	1245	-6.75	2	3	1238	85	0	0	0	5
inaweza	1241	-5.99	6	11	1151	360	0	0	0	7
yesu	1240	-6.33	6	7	337	27	0	0	0	4
kifo	1238	-5.74	18	19	3068	1016	0	0	0	4
amezaliwa	1237	-8.07	0	0	1768	141	0	0	0	9
zao	1237	-5.3	28	32	433	46	0	0	0	3
fulani	1229	-7.13	0	1	358	45	0	0	0	6
wanyama	1219	-6.35	0	1	1499	1297	0	0	0	7
mpaka	1211	-5.43	12	16	2330	39	0	0	0	5
taifa	1210	-7.09	2	3	598	154	0	0	0	5
kiingereza	1208	-9.66	0	0	3068	1016	0	0	0	10
orodha	1208	-6.81	0	1	202	29	0	0	0	6
haya	1205	-4.91	28	30	988	313	0	0	0	4
uwezo	1202	-5.95	6	6	1238	23	0	0	0	5
mambo	1201	-4.99	14	18	2330	907	0	0	0	5
elimu	1200	-6.37	0	0	292	38	0	0	0	5
rangi	1195	-5.92	8	8	390	85	0	0	0	5
ugonjwa	1190	-8.37	4	5	1238	23	0	0	0	7
mwenye	1186	-6.48	4	6	2330	171	0	0	0	6
timu	1185	-5.37	6	9	598	43	0	0	0	4
dawa	1184	-4.8	16	17	401	98	0	0	0	4
makao	1180	-5.52	10	14	2330	907	0	0	0	5
iko	1172	-3.92	20	28	1151	84	0	0	0	3
zamani	1167	-6.67	6	7	433	46	0	0	0	6
mwingine	1165	-8.01	0	1	2330	171	0	0	0	8
i	1164	-4.3	0	34	1151	1151	1151	1151	1151	1
jumla	1133	-5.82	2	4	262	57	0	0	0	5
pwani	1131	-6.69	6	6	548	1	0	0	0	5
rasmi	1128	-7.85	0	1	390	85	0	0	0	5
dola	1124	-5.33	12	13	401	54	0	0	0	4
miji	1121	-4.69	14	16	2330	313	0	0	0	4
kibantu	1119	-8.14	0	0	3068	1016	0	0	0	7
mahali	1119	-5.87	10	10	2330	907	0	0	0	6
umri	1117	-5.69	2	3	1238	85	0	0	0	4
nigeria	1113	-8.47	2	2	589	71	0	0	0	7
januari	1108	-8.89	2	2	262	63	0	0	0	7
hayo	1100	-4.87	16	18	988	313	0	0	0	4
desemba	1094	-7.47	0	0	401	80	0	0	0	7
imani	1094	-4.89	8	10	1151	128	0	0	0	5
bunge	1093	-5.69	2	4	662	75	0	0	0	5
mbali	1093	-5.14	12	15	2330	66	0	0	0	5
bado	1088	-4.88	4	7	662	204	0	0	0	4
dini	1083	-4.91	16	18	401	60	0	0	0	4
oktoba	1083	-9.37	0	0	202	12	0	0	0	6
uhuru	1082	-6.05	0	2	1238	36	0	0	0	5
aprili	1073	-8.58	0	1	1768	17	0	0	0	6
alizaliwa	1071	-6.76	0	0	1768	628	0	0	0	9
utafiti	1056	-7.59	2	5	1238	98	0	0	0	7
mtakatifu	1056	-8.77	0	0	2330	71	0	0	0	9
chakula	1056	-7.77	0	0	565	192	0	0	0	7
jinsi	1054	-7.3	4	5	262	41	0	0	0	5
ziwa	1053	-4.13	10	10	433	340	0	0	0	4
kijiji	1051	-5.79	8	8	3068	1016	0	0	0	6
ndogo	1045	-5.65	6	7	589	42	0	0	0	5
mataifa	1035	-8.0	0	0	2330	907	0	0	0	7
agosti	1027	-7.77	0	0	1768	25	0	0	0	6
ambalo	1021	-6.64	10	11	1768	141	0	0	0	6
mwili	1019	-4.82	12	15	2330	171	0	0	0	5
sawa	1016	-4.22	26	30	923	191	0	0	0	4
makuu	1010	-5.65	8	9	2330	907	0	0	0	5
ndiyo	1007	-6.66	10	12	589	42	0	0	0	5
spishi	1007	-5.87	4	4	923	33	0	0	0	6
jeshi	1000	-5.51	2	3	262	47	0	0	0	5
septemba	993	-9.56	0	0	923	102	0	0	0	8
ulikuwa	992	-5.72	6	11	1238	211	0	0	0	7
machi	989	-4.8	4	4	2330	907	0	0	0	5
julai	985	-6.38	0	1	262	57	0	0	0	5
novemba	984	-8.07	0	0	589	56	0	0	0	7
hiki	979	-5.12	16	18	988	74	0	0	0	4
kutoa	978	-4.42	10	18	3068	1459	0	0	0	5
vitabu	978	-6.47	10	10	419	294	0	0	0	6
mazingira	968	-8.99	0	0	2330	907	0	0	0	9
kiniger	966	-7.77	0	0	3068	1016	0	0	0	7
juni	962	-5.19	16	16	262	57	0	0	0	4
huku	961	-5.04	12	14	988	419	0	0	0	4
roma	957	-4.92	14	18	390	87	0	0	0	4
mei	957	-4.62	22	26	2330	105	0	0	0	3
kisiwa	956	-5.24	6	6	3068	1016	0	0	0	6
mtoto	948	-6.47	6	7	2330	71	0	0	0	5
huduma	948	-6.45	6	7	988	419	0	0	0	6
wiki	940	-5.28	12	12	1499	71	0	0	0	4
katoliki	931	-8.28	0	0	3068	292	0	0	0	8
and	930	-3.94	20	30	1768	258	0	0	0	3
mabadiliko	930	-8.98	0	0	2330	907	0	0	0	10
kifupi	927	-6.3	4	4	3068	1016	0	0	0	6
d	926	-4.3	0	32	401	401	401	401	401	1
italia	926	-6.32	0	3	1151	22	0	0	0	6
ndugu	921	-6.81	4	6	589	42	0	0	0	5
nne	916	-5.25	12	17	589	1	0	0	0	3
haki	912	-4.67	16	18	988	313	0	0	0	4
halafu	911	-7.32	0	0	988	313	0	0	0	6
wana	910	-3.21	38	46	1499	1297	0	0	0	4
uchumi	910	-6.94	0	1	1238	37	0	0	0	6
makubwa	903	-6.53	8	9	2330	907	0	0	0	7
mdogo	903	-5.78	8	11	2330	10	0	0	0	5
baba	901	-4.17	28	33	662	204	0	0	0	4
picha	894	-5.3	4	4	548	54	0	0	0	5
hakuna	891	-6.87	6	7	988	313	0	0	0	6
kitaifa	890	-8.0	0	0	3068	1016	0	0	0	7
de	888	-3.18	74	87	401	80	80	80	80	2
kumi	888	-4.06	12	15	3068	1459	0	0	0	4
mrefu	886	-6.61	2	5	2330	16	0	0	0	5
hatari	885	-6.43	4	4	988	313	0	0	0	6
maneno	884	-7.52	2	3	2330	907	0	0	0	6
asilimia	884	-7.87	0	1	1768	54	0	0	0	8
al	884	-2.86	66	79	1768	628	628	628	628	2
visiwa	882	-5.87	6	6	419	294	0	0	0	6
mama	879	-4.37	28	34	2330	907	0	0	0	4
namna	877	-7.38	6	7	589	141	0	0	0	5
nyumba	876	-6.33	4	5	589	86	0	0	0	6
lilikuwa	874	-7.0	0	2	548	272	0	0	0	8
kidogo	872	-6.27	12	13	3068	1016	0	0	0	6
moyo	871	-5.46	6	8	2330	124	0	0	0	4
biblia	865	-7.94	0	0	662	57	0	0	0	6
kwenda	864	-5.93	8	9	3068	39	0	0	0	6
maendeleo	864	-8.15	0	0	2330	907	0	0	0	9
utamaduni	861	-9.53	0	0	1238	98	0	0	0	9
hizo	855	-5.75	10	11	988	74	0	0	0	4
mwenyewe	842	-8.34	0	1	2330	171	0	0	0	8
chati	841	-5.29	14	17	565	192	0	0	0	5
shughuli	840	-8.98	0	0	923	140	0	0	0	8
mwanzo	838	-6.31	6	6	2330	171	0	0	0	6
tabia	833	-5.36	0	1	598	154	0	0	0	5
ambako	831	-6.26	10	11	1768	141	0	0	0	6
msimu	831	-5.71	6	8	2330	75	0	0	0	5
kufikia	827	-5.64	10	13	3068	1459	0	0	0	7
klabu	825	-6.44	0	2	3068	17	0	0	0	5
matatizo	823	-7.77	0	0	2330	907	0	0	0	8
uganda	821	-6.12	8	12	1238	23	0	0	0	6
b	816	-4.3	0	25	662	662	662	662	662	1
februari	815	-10.87	0	0	358	36	0	0	0	8
amerika	813	-6.84	2	2	1768	141	0	0	0	7
wanawake	812	-8.14	0	0	1499	1297	0	0	0	8
ana	798	-2.95	44	66	1768	258	0	0	0	3
mfululizo	796	-9.96	0	0	2330	32	0	0	0	9
mita	795	-4.16	34	38	2330	313	0	0	0	4
nairobi	793	-9.64	0	0	589	141	0	0	0	7
ardhi	789	-6.58	0	0	1768	72	0	0	0	5
asia	789	-4.36	10	12	1768	54	0	0	0	4
york	789	-6.7	4	4	337	27	0	0	0	4
wakristo	789	-8.84	0	0	1499	1297	0	0	0	8
mwandishi	785	-7.62	0	0	2330	171	0	0	0	9
bali	783	-4.16	24	28	662	204	0	0	0	4
wadogo	782	-6.66	6	7	1499	1297	0	0	0	6
joto	781	-5.1	12	12	262	46	0	0	0	4
majimbo	778	-7.14	2	2	2330	907	0	0	0	7
ii	774	-4.17	66	75	1151	5	5	5	5	2
km	766	-4.66	46	53	3068	3	3	3	3	2
mshindi	765	-6.66	6	7	2330	75	0	0	0	7
kanda	763	-4.53	20	28	3068	292	0	0	0	5
ile	762	-3.68	26	36	1151	386	0	0	0	3
ndio	761	-5.68	0	7	589	42	0	0	0	4
kiswahili	752	-9.87	0	0	3068	1016	0	0	0	9
wenyewe	747	-8.07	8	9	1499	69	0	0	0	7
mechi	743	-5.99	2	2	2330	105	0	0	0	5
bidhaa	740	-8.34	2	3	662	57	0	0	0	6
kote	740	-5.13	26	27	3068	109	0	0	0	4
sauti	739	-6.09	8	9	923	191	0	0	0	5
hatua	738	-6.48	4	6	988	313	0	0	0	5
mlima	738	-6.18	2	5	2330	24	0	0	0	5
matibabu	737	-7.73	0	0	2330	907	0	0	0	8
mbinu	737	-7.18	0	2	2330	66	0	0	0	5
dalili	736	-6.18	0	0	401	98	0	0	0	6
misri	736	-5.84	0	1	2330	313	0	0	0	5
mbele	735	-5.18	4	4	2330	66	0	0	0	5
kiongozi	735	-7.0	0	0	3068	1016	0	0	0	8
kanuni	734	-6.4	4	4	3068	292	0	0	0	6
hawa	733	-3.8	26	27	988	313	0	0	0	4
toleo	732	-5.94	2	3	598	74	0	0	0	5
bara	728	-4.25	30	36	662	204	0	0	0	4
masomo	727	-6.18	2	2	2330	907	0	0	0	6
wanafunzi	727	-7.61	0	0	1499	1297	0	0	0	9
c	726	-4.3	0	24	565	565	565	565	565	1
kisha	724	-3.52	4	9	3068	1016	0	0	0	5
n	723	-4.3	0	22	589	589	589	589	589	1
sita	720	-4.71	32	33	923	116	0	0	0	4
nobel	714	-7.24	0	1	589	56	0	0	0	5
milima	707	-5.75	4	6	2330	313	0	0	0	6
vilevile	705	-9.32	0	0	419	294	0	0	0	8
uhusiano	702	-8.26	0	0	1238	36	0	0	0	8
vizuri	701	-6.98	4	4	419	294	0	0	0	6
hatimaye	700	-9.81	0	0	988	313	0	0	0	8
kwake	698	-6.27	8	9	3068	39	0	0	0	5
http	698	-7.42	0	0	988	4	0	0	0	4
bwana	696	-5.71	4	6	662	6	0	0	0	5
kusababisha	691	-7.87	0	0	3068	1459	0	0	0	11
wala	685	-3.7	28	32	1499	1297	0	0	0	4
kiarabu	684	-7.82	4	4	3068	1016	0	0	0	7
kituo	682	-6.59	8	11	3068	1016	0	0	0	5
haraka	678	-5.73	4	5	988	313	0	0	0	6
urefu	677	-6.47	2	3	1238	42	0	0	0	5
kisiasa	676	-7.62	0	1	3068	1016	0	0	0	7
video	673	-6.39	2	3	419	294	0	0	0	5
kikubwa	672	-6.73	6	6	3068	1016	0	0	0	7
koloni	671	-6.0	4	7	3068	109	0	0	0	6
sifa	671	-5.48	16	16	923	116	0	0	0	4
kilatini	670	-7.84	0	0	3068	1016	0	0	0	8
kilimo	669	-5.89	4	5	3068	1016	0	0	0	6
miongoni	669	-7.65	0	0	2330	313	0	0	0	8
mafuta	668	-6.1	2	3	2330	907	0	0	0	6
siasa	667	-6.58	2	3	923	116	0	0	0	5
kisasa	667	-6.88	4	5	3068	1016	0	0	0	6
ule	665	-3.94	20	25	1238	211	0	0	0	3
california	662	-10.83	0	0	565	103	0	0	0	10
kigiriki	659	-7.9	0	0	3068	1016	0	0	0	8
wawili	657	-6.16	4	4	1499	1297	0	0	0	6
in	655	-3.05	36	53	1151	360	360	360	360	2
askofu	655	-7.85	0	1	1768	54	0	0	0	6
john	653	-5.62	4	7	262	46	0	0	0	4
uwanja	652	-6.88	4	4	1238	23	0	0	0	6
basi	652	-4.67	26	30	662	204	0	0	0	4
single	651	-7.4	0	1	923	116	0	0	0	6
halisi	645	-6.03	4	5	988	313	0	0	0	6
barabara	644	-7.73	0	1	662	204	0	0	0	8
athari	642	-6.8	2	3	1768	47	0	0	0	6
kuzuia	641	-5.57	6	10	3068	1459	0	0	0	6
badala	641	-6.73	0	1	662	204	0	0	0	6
wale	640	-4.08	36	41	1499	1297	0	0	0	4
ufalme	640	-8.17	2	3	1238	43	0	0	0	6
viungo	639	-5.8	2	3	419	294	0	0	0	6
kabila	638	-6.8	2	5	3068	292	0	0	0	6
tano	637	-4.75	16	19	598	154	0	0	0	4
mkataba	629	-7.27	0	1	2330	65	0	0	0	7
akawa	629	-4.83	10	14	1768	235	0	0	0	5
hao	628	-5.33	46	53	988	313	0	0	0	3
waziri	627	-6.88	2	3	1499	1297	0	0	0	6
naye	626	-5.08	12	15	589	141	0	0	0	4
walio	626	-4.1	8	10	1499	1297	0	0	0	5
gazeti	625	-7.95	2	2	362	80	0	0	0	6
kijerumani	623	-10.27	0	0	3068	1016	0	0	0	10
